iter	TotalF1	MultiClass
937	0.1901410501	1.919883008
938	0.1901198471	1.91987771
939	0.1901342111	1.919846224
940	0.1901718646	1.919839877
941	0.1902042613	1.919824549
942	0.1901877249	1.91979804
943	0.1901824781	1.91979732
944	0.1902147567	1.919770766
945	0.1903686964	1.919761272
946	0.1902927439	1.919731292
947	0.1903737146	1.919704551
948	0.1904309746	1.919679965
949	0.1903875601	1.919677747
950	0.1904663015	1.919668861
951	0.1904754628	1.919644845
952	0.1905194054	1.919629354
953	0.1904416662	1.919613758
954	0.1904808652	1.919609601
955	0.1904843627	1.919604415
956	0.1904487444	1.919585241
957	0.1904015566	1.919568496
958	0.1905880648	1.919528424
959	0.1905923685	1.919527768
960	0.190610089	1.919517787
961	0.190619819	1.919493532
962	0.1906789466	1.919474039
963	0.1907762321	1.919449802
964	0.1907878271	1.919421976
965	0.1908541832	1.919399275
966	0.1908261605	1.919382302
967	0.1908729297	1.919363889
968	0.1909350369	1.919339751
969	0.1909495387	1.919334135
970	0.1909634436	1.919329654
971	0.1910372023	1.919314321
972	0.1910444983	1.919307361
973	0.1910392674	1.919301293
974	0.1910690578	1.919281863
975	0.1910611785	1.919274006
976	0.1910644085	1.919252047
977	0.1910245215	1.919233232
978	0.1910164399	1.919224079
979	0.1910632246	1.919211479
980	0.1910656406	1.919206599
981	0.1910858943	1.919196244
982	0.1911616325	1.919171404
983	0.1912301329	1.919145814
984	0.1912321955	1.919134682
985	0.1911999087	1.919111701
986	0.1913357885	1.919066883
987	0.1913318543	1.919052977
988	0.1913510767	1.919039672
989	0.1913696843	1.919029557
990	0.1914145198	1.919023889
991	0.1914568434	1.919015823
992	0.1914372142	1.918987886
993	0.1914831215	1.91898181
994	0.1915062731	1.918975207
995	0.1915626923	1.918947525
996	0.1915802508	1.918939962
997	0.1915816065	1.918923447
998	0.1916177308	1.918908178
999	0.1916441379	1.918899871
